# Class A Spectrum - Top: 4
# Position: X=116, Y=32
# Classification Probability: 0.6500
# Data Type: processed
# Original Filename: Steno-CT-33_01_Y032_X116.txt
#
Wavenumber Intensity
100.0 1.1219813591198204
108.52130325814537 11.550842903909631
117.04260651629073 15.949277996679495
125.5639097744361 11.944891835481833
134.08521303258146 10.808358220027191
142.60651629072683 9.564215711319651
151.1278195488722 13.934143337739421
159.64912280701753 8.481518177787969
168.17042606516293 10.689934970401946
176.69172932330827 11.065021625087526
185.21303258145366 9.67545381216433
193.734335839599 3.1823927261044784
202.25563909774436 5.758612036644955
210.77694235588973 3.1086186860488043
219.2982456140351 4.204018760874535
227.81954887218046 2.454397287523976
236.34085213032583 2.496602273628123
244.8621553884712 -2.443472273175269
253.38345864661656 2.913781528686674
261.9047619047619 6.5975101464538035
270.4260651629073 10.845933594989262
278.94736842105266 10.329390594002717
287.468671679198 15.933215863145985
295.9899749373434 18.799374335712905
304.5112781954887 13.869080818918135
313.03258145363407 3.6073955517141467
321.55388471177946 -0.715060418602667
330.07518796992485 4.701979880481333
338.5964912280702 11.439473887382032
347.11779448621553 8.335581236478236
355.6390977443609 5.55661423744138
364.1604010025063 11.654408004357421
372.68170426065166 14.945881982514106
381.203007518797 10.603898606158655
389.7243107769424 5.778147037253495
398.2456140350877 9.908875198866589
406.7669172932331 6.987846891908532
415.28822055137846 4.59080919470679
423.80952380952385 5.918680910111275
432.3308270676692 5.2062357664767935
440.8521303258146 7.5928053872317
449.3734335839599 6.183285341209419
457.8947368421053 6.863668554495616
466.41604010025065 2.537458301313849
474.93734335839605 7.2312603050536115
483.4586466165414 6.976370305952585
491.9799498746868 10.361113790644291
500.5012531328321 12.440831535741733
509.02255639097746 9.423307999169761
517.5438596491229 6.796926877433215
526.0651629072681 10.545624741915265
534.5864661654136 8.538198505333463
543.1077694235589 3.003248261643969
551.6290726817043 2.312486717446754
560.1503759398497 3.735191169088901
568.671679197995 4.414471806030455
577.1929824561404 9.766733361725487
585.7142857142858 8.522315608084808
594.2355889724311 3.320317048172416
602.7568922305766 0.8228864508720721
611.2781954887218 7.362017757722806
619.7994987468672 7.2035827867026345
628.3208020050126 1.7877344481229345
636.8421052631579 1.5133993885578074
645.3634085213033 1.149989449674867
653.8847117794487 6.553219838002441
662.406015037594 4.365811002965013
670.9273182957394 8.75691057958153
679.4486215538848 4.9383766970891845
687.9699248120302 13.498845864038135
696.4912280701755 13.991916738594316
705.0125313283208 6.848808669105228
713.5338345864662 1.290265905044608
722.0551378446116 11.658886754150236
730.5764411027569 16.484098114770052
739.0977443609023 7.037272509513917
747.6190476190477 7.256268886231919
756.1403508771931 9.555646961998077
764.6616541353384 5.989847278454227
773.1829573934838 -1.1180283564938711
781.7042606516292 8.743923345543694
790.2255639097745 12.849010805246403
798.7468671679198 14.98375010058276
807.2681704260652 11.9093794713779
815.7894736842106 17.52835358813286
824.3107769423559 15.4529692005284
832.8320802005013 17.076146057347867
841.3533834586467 17.404862820900053
849.8746867167921 15.502832069197218
858.3959899749374 10.121724826009446
866.9172932330828 15.623172838363436
875.4385964912282 21.267552687760542
883.9598997493736 14.443436152091826
892.4812030075188 11.91395965971283
901.0025062656642 17.291495931417963
909.5238095238096 19.324777890766264
918.0451127819549 8.883778472890292
926.5664160401003 8.46129828558939
935.0877192982457 10.120802549221281
943.6090225563911 12.459717478479362
952.1303258145364 15.7706057320957
960.6516290726818 18.13724219428199
969.1729323308272 17.35077726738884
977.6942355889726 11.842254162467672
986.2155388471178 9.274552475296893
994.7368421052632 7.430933472081897
1003.2581453634086 7.479123598958038
1011.779448621554 9.09443177304577
1020.3007518796993 6.969545649533346
1028.8220551378447 9.06254122913549
1037.34335839599 9.184100515245518
1045.8646616541355 13.57048727567928
1054.3859649122808 18.051134980283148
1062.907268170426 14.665891030823023
1071.4285714285716 7.1248494724090055
1079.9498746867168 0.3984287646094482
1088.4711779448621 6.8127709181563105
1096.9924812030076 13.356481259275846
1105.5137844611531 8.65304266631238
1114.0350877192982 5.533196179633938
1122.5563909774437 11.294018134718584
1131.077694235589 16.915336208347505
1139.5989974937345 8.546328045169064
1148.1203007518798 4.042463990764441
1156.6416040100253 5.458832724950143
1165.1629072681706 5.245231304309475
1173.6842105263158 6.089652024687236
1182.2055137844613 8.497524138121085
1190.7268170426066 12.18006610504234
1199.248120300752 7.967521865535066
1207.7694235588974 1.1980062709191315
1216.2907268170427 2.7621659278182897
1224.812030075188 8.217502710719394
1233.3333333333335 9.452603665616106
1241.8546365914788 4.916367290982214
1250.3759398496243 11.73499597357745
1258.8972431077696 15.49072936771876
1267.4185463659148 13.532352203114424
1275.9398496240603 7.4243714982764715
1284.4611528822056 12.32716646409099
1292.982456140351 10.954868532898143
1301.5037593984964 7.144602084023321
1310.0250626566417 4.308902679738274
1318.5463659147872 10.45139291900193
1327.0676691729325 10.810397899388823
1335.5889724310778 7.165794912774737
1344.1102756892233 5.2238697067556625
1352.6315789473686 10.211925321804184
1361.1528822055138 15.117199963086934
1369.6741854636593 15.645210643909213
1378.1954887218046 16.545568122881665
1386.71679197995 11.515917934556288
1395.2380952380954 4.597640694026742
1403.7593984962407 0.9617942242483082
1412.2807017543862 7.603503561160278
1420.8020050125315 12.449419122850808
1429.3233082706768 13.57277447206372
1437.8446115288223 12.65913514800715
1446.3659147869676 13.204374217557959
1454.8872180451128 13.719948869901398
1463.4085213032583 11.689862782745816
1471.9298245614036 9.675769740899515
1480.451127819549 -118.58192173799792
1488.9724310776944 287.61634396341
1497.4937343358397 1444.8833859487956
1506.0150375939852 2482.5914026963524
1514.5363408521305 2075.925945979673
1523.0576441102758 860.2506903960962
1531.5789473684213 61.5963513847814
1540.1002506265665 -51.43834390211608
1548.6215538847118 5.7441750958391875
1557.1428571428573 14.319361254105903
1565.6641604010026 21.386559435164635
1574.1854636591481 14.163703651202889
1582.7067669172934 8.283365754087518
1591.2280701754387 9.791811751414055
1599.7493734335842 4.937142230486105
1608.2706766917295 2.42346261443817
1616.7919799498748 4.24154213703625
1625.3132832080203 11.980452622728244
1633.8345864661655 15.611323197722639
1642.3558897243108 14.011907312324965
1650.8771929824563 10.542325644182476
1659.3984962406016 8.81494795623718
1667.9197994987471 12.897211349202948
1676.4411027568924 10.664582364681156
1684.9624060150377 13.57593772098025
1693.4837092731832 10.481256211585514
1702.0050125313285 11.222199207174862
1710.5263157894738 8.46712248602152
1719.0476190476193 7.464867104919794
1727.5689223057645 5.273174326262648
1736.0902255639098 10.40786145747714
1744.6115288220553 14.208111505504615
1753.1328320802006 2.565284160524405
1761.6541353383461 3.4144022381960264
1770.1754385964914 9.324105087612798
1778.6967418546367 17.037490909528472
1787.2180451127822 11.635795878514031
1795.7393483709275 6.292969483665288
1804.2606516290728 2.6548047264774297
1812.7819548872183 4.997084397973345
1821.3032581453635 13.828585632023575
1829.824561403509 15.968920113285915
1838.3458646616543 15.656873863641898
1846.8671679197996 15.596312616572444
1855.3884711779451 13.822397505994573
1863.9097744360904 13.897647076637616
1872.4310776942357 9.025453674623927
1880.9523809523812 9.743294754652014
