# Average Class A Spectrum
# Generated: 2025-06-01 20:11:34
# Number of spectra averaged: 11
# Data type: processed
#
Wavenumber,Average_Intensity
100.0,10.170996822950412
108.52130325814537,48.05831828785414
117.04260651629073,60.24766804370952
125.5639097744361,32.31126377287247
134.08521303258146,17.644153503278364
142.60651629072683,13.975627073440391
151.1278195488722,17.888337649795872
159.64912280701753,22.597448115462896
168.17042606516293,29.206222859246278
176.69172932330827,27.978238813022678
185.21303258145366,21.170415888544934
193.734335839599,11.208007199240022
202.25563909774436,7.923873457537758
210.77694235588973,9.177137103962336
219.2982456140351,9.242604307750959
227.81954887218046,8.682739269813213
236.34085213032583,7.272112692018143
244.8621553884712,7.6845887705960925
253.38345864661656,7.3453360315474265
261.9047619047619,8.148828840203501
270.4260651629073,8.523274895793381
278.94736842105266,8.896670397612754
287.468671679198,10.255851149368565
295.9899749373434,9.760208276076249
304.5112781954887,8.771163794490574
313.03258145363407,8.959150260261204
321.55388471177946,9.21060457851317
330.07518796992485,7.978996340333262
338.5964912280702,7.626168154103383
347.11779448621553,8.536445359784937
355.6390977443609,7.573214194943924
364.1604010025063,7.219520037433446
372.68170426065166,8.334578410717912
381.203007518797,8.982108480195143
389.7243107769424,8.443027260657281
398.2456140350877,8.457596817534965
406.7669172932331,5.994409372040493
415.28822055137846,5.069793662795817
423.80952380952385,5.450011107569337
432.3308270676692,7.691125258614185
440.8521303258146,8.066687762728634
449.3734335839599,7.642283657919452
457.8947368421053,7.291024016000239
466.41604010025065,8.4783729508074
474.93734335839605,11.641507364135691
483.4586466165414,10.905795139920732
491.9799498746868,9.316936043421144
500.5012531328321,8.50619530350238
509.02255639097746,9.241183874707625
517.5438596491229,9.070396731570108
526.0651629072681,9.2994629152312
534.5864661654136,7.344046077001371
543.1077694235589,5.368367697093557
551.6290726817043,6.634383380837561
560.1503759398497,9.173887099905317
568.671679197995,9.072943401434197
577.1929824561404,9.239885770304044
585.7142857142858,8.606187289029648
594.2355889724311,5.820168302407274
602.7568922305766,4.434991662401995
611.2781954887218,7.016412421810281
619.7994987468672,7.900529223380732
628.3208020050126,6.293012002720059
636.8421052631579,7.172145608198534
645.3634085213033,9.3814344834841
653.8847117794487,9.620670944344347
662.406015037594,8.747575385924891
