File,Prediction,Confidence
Steno-CT-33_01_Y014_X099.txt,Class B,0.93
Steno-CT-33_01_Y047_X199.txt,Class B,0.92
Steno-CT-33_01_Y029_X140.txt,Class B,0.99
Steno-CT-33_01_Y039_X269.txt,Class B,0.94
Steno-CT-33_01_Y045_X135.txt,Class B,0.61
Steno-CT-33_01_Y016_X035.txt,Class B,0.99
Steno-CT-33_01_Y035_X192.txt,Class B,0.91
Steno-CT-33_01_Y000_X147.txt,Class B,1.0
Steno-CT-33_01_Y027_X217.txt,Class B,0.99
Steno-CT-33_01_Y053_X047.txt,Class B,0.97
Steno-CT-33_01_Y044_X121.txt,Class B,0.95
Steno-CT-33_01_Y020_X058.txt,Class B,0.95
Steno-CT-33_01_Y054_X208.txt,Class B,0.85
Steno-CT-33_01_Y017_X021.txt,Class B,0.88
Steno-CT-33_01_Y028_X154.txt,Class B,0.88
Steno-CT-33_01_Y034_X186.txt,Class B,1.0
Steno-CT-33_01_Y001_X153.txt,Class B,0.89
Steno-CT-33_01_Y026_X203.txt,Class B,0.96
Steno-CT-33_01_Y052_X053.txt,Class B,0.97
Steno-CT-33_01_Y017_X009.txt,Class B,0.99
Steno-CT-33_01_Y054_X220.txt,Class B,0.96
Steno-CT-33_01_Y020_X070.txt,Class B,0.94
Steno-CT-33_01_Y044_X109.txt,Class B,0.94
Steno-CT-33_01_Y038_X255.txt,Class B,0.83
Steno-CT-33_01_Y009_X077.txt,Class B,0.97
Steno-CT-33_01_Y011_X252.txt,Class B,0.96
Steno-CT-33_01_Y036_X102.txt,Class B,0.93
Steno-CT-33_01_Y039_X241.txt,Class B,0.98
Steno-CT-33_01_Y029_X168.txt,Class B,0.88
Steno-CT-33_01_Y055_X234.txt,Class B,0.97
Steno-CT-33_01_Y021_X064.txt,Class B,0.96
Steno-CT-33_01_Y010_X246.txt,Class B,0.88
Steno-CT-33_01_Y037_X116.txt,Class B,0.62
Steno-CT-33_01_Y008_X063.txt,Class B,0.94
Steno-CT-33_01_Y010_X252.txt,Class B,0.89
Steno-CT-33_01_Y037_X102.txt,Class B,0.88
Steno-CT-33_01_Y008_X077.txt,Class B,0.92
Steno-CT-33_01_Y039_X255.txt,Class B,0.99
Steno-CT-33_01_Y016_X009.txt,Class B,0.76
Steno-CT-33_01_Y021_X070.txt,Class B,0.92
Steno-CT-33_01_Y055_X220.txt,Class B,0.81
Steno-CT-33_01_Y045_X109.txt,Class B,0.8
Steno-CT-33_01_Y009_X063.txt,Class B,1.0
Steno-CT-33_01_Y011_X246.txt,Class B,0.94
Steno-CT-33_01_Y036_X116.txt,Class B,1.0
Steno-CT-33_01_Y020_X064.txt,Class B,0.92
Steno-CT-33_01_Y054_X234.txt,Class B,0.97
Steno-CT-33_01_Y038_X241.txt,Class B,0.96
Steno-CT-33_01_Y028_X168.txt,Class B,0.87
Steno-CT-33_01_Y045_X108.txt,Class B,0.9
Steno-CT-33_01_Y016_X008.txt,Class B,0.98
Steno-CT-33_01_Y055_X221.txt,Class B,0.98
Steno-CT-33_01_Y021_X071.txt,Class B,0.96
Steno-CT-33_01_Y039_X254.txt,Class B,0.92
Steno-CT-33_01_Y008_X076.txt,Class B,0.99
Steno-CT-33_01_Y037_X103.txt,Class B,0.93
Steno-CT-33_01_Y010_X253.txt,Class B,0.93
Steno-CT-33_01_Y025_X286.txt,Class B,0.86
Steno-CT-33_01_Y028_X169.txt,Class B,0.92
Steno-CT-33_01_Y038_X240.txt,Class B,0.91
Steno-CT-33_01_Y054_X235.txt,Class B,0.71
Steno-CT-33_01_Y020_X065.txt,Class B,0.88
Steno-CT-33_01_Y036_X117.txt,Class B,0.82
Steno-CT-33_01_Y011_X247.txt,Class B,0.94
Steno-CT-33_01_Y009_X062.txt,Class B,0.96
Steno-CT-33_01_Y036_X103.txt,Class B,0.97
Steno-CT-33_01_Y011_X253.txt,Class B,0.99
Steno-CT-33_01_Y009_X076.txt,Class B,0.92
Steno-CT-33_01_Y024_X286.txt,Class B,0.94
Steno-CT-33_01_Y038_X254.txt,Class B,0.94
Steno-CT-33_01_Y044_X108.txt,Class B,0.92
Steno-CT-33_01_Y017_X008.txt,Class B,0.92
Steno-CT-33_01_Y020_X071.txt,Class B,0.93
Steno-CT-33_01_Y054_X221.txt,Class B,0.98
Steno-CT-33_01_Y008_X062.txt,Class B,1.0
Steno-CT-33_01_Y037_X117.txt,Class B,0.77
Steno-CT-33_01_Y010_X247.txt,Class B,0.93
Steno-CT-33_01_Y021_X065.txt,Class B,0.93
Steno-CT-33_01_Y055_X235.txt,Class B,0.96
Steno-CT-33_01_Y029_X169.txt,Class B,0.99
Steno-CT-33_01_Y039_X240.txt,Class B,0.99
Steno-CT-33_01_Y053_X046.txt,Class B,0.98
Steno-CT-33_01_Y027_X216.txt,Class B,0.89
Steno-CT-33_01_Y000_X146.txt,Class B,1.0
Steno-CT-33_01_Y035_X193.txt,Class B,0.95
Steno-CT-33_01_Y016_X034.txt,Class B,0.95
Steno-CT-33_01_Y045_X134.txt,Class B,0.98
Steno-CT-33_01_Y039_X268.txt,Class B,0.91
Steno-CT-33_01_Y029_X141.txt,Class B,0.85
Steno-CT-33_01_Y047_X198.txt,Class B,0.98
Steno-CT-33_01_Y014_X098.txt,Class B,0.94
Steno-CT-33_01_Y052_X052.txt,Class B,0.97
Steno-CT-33_01_Y026_X202.txt,Class B,0.93
Steno-CT-33_01_Y001_X152.txt,Class B,0.92
Steno-CT-33_01_Y034_X187.txt,Class B,0.92
Steno-CT-33_01_Y028_X155.txt,Class A,0.61
Steno-CT-33_01_Y054_X209.txt,Class B,1.0
Steno-CT-33_01_Y020_X059.txt,Class B,0.89
Steno-CT-33_01_Y017_X020.txt,Class B,0.99
Steno-CT-33_01_Y044_X120.txt,Class B,0.91
Steno-CT-33_01_Y038_X268.txt,Class B,0.99
Steno-CT-33_01_Y028_X141.txt,Class B,0.97
Steno-CT-33_01_Y017_X034.txt,Class B,0.96
Steno-CT-33_01_Y044_X134.txt,Class B,0.95
Steno-CT-33_01_Y046_X198.txt,Class B,0.97
Steno-CT-33_01_Y015_X098.txt,Class B,0.94
Steno-CT-33_01_Y026_X216.txt,Class B,0.96
Steno-CT-33_01_Y052_X046.txt,Class B,0.86
Steno-CT-33_01_Y001_X146.txt,Class B,0.98
Steno-CT-33_01_Y034_X193.txt,Class B,0.87
Steno-CT-33_01_Y021_X059.txt,Class B,1.0
Steno-CT-33_01_Y055_X209.txt,Class B,0.86
Steno-CT-33_01_Y016_X020.txt,Class B,0.75
Steno-CT-33_01_Y045_X120.txt,Class B,0.92
Steno-CT-33_01_Y029_X155.txt,Class B,0.77
Steno-CT-33_01_Y027_X202.txt,Class B,0.84
Steno-CT-33_01_Y053_X052.txt,Class B,0.88
Steno-CT-33_01_Y000_X152.txt,Class B,0.99
Steno-CT-33_01_Y035_X187.txt,Class B,0.85
Steno-CT-33_01_Y025_X245.txt,Class B,0.98
Steno-CT-33_01_Y051_X015.txt,Class B,0.91
Steno-CT-33_01_Y002_X115.txt,Class B,0.98
Steno-CT-33_01_Y049_X230.txt,Class B,0.93
Steno-CT-33_01_Y014_X067.txt,Class B,0.97
Steno-CT-33_01_Y047_X167.txt,Class B,0.78
Steno-CT-33_01_Y048_X224.txt,Class B,0.91
Steno-CT-33_01_Y024_X251.txt,Class B,0.99
Steno-CT-33_01_Y050_X001.txt,Class B,1.0
Steno-CT-33_01_Y013_X228.txt,Class B,0.95
Steno-CT-33_01_Y003_X101.txt,Class B,0.89
Steno-CT-33_01_Y034_X178.txt,Class B,1.0
Steno-CT-33_01_Y011_X284.txt,Class B,0.99
Steno-CT-33_01_Y015_X073.txt,Class B,0.9
Steno-CT-33_01_Y046_X173.txt,Class B,0.89
Steno-CT-33_01_Y038_X283.txt,Class B,0.97
Steno-CT-33_01_Y015_X067.txt,Class B,0.96
Steno-CT-33_01_Y046_X167.txt,Class B,0.97
Steno-CT-33_01_Y048_X230.txt,Class B,0.87
Steno-CT-33_01_Y050_X015.txt,Class B,1.0
Steno-CT-33_01_Y024_X245.txt,Class B,0.98
Steno-CT-33_01_Y003_X115.txt,Class B,0.94
Steno-CT-33_01_Y014_X073.txt,Class B,0.96
Steno-CT-33_01_Y047_X173.txt,Class B,0.99
Steno-CT-33_01_Y039_X283.txt,Class B,0.94
Steno-CT-33_01_Y051_X001.txt,Class B,0.96
Steno-CT-33_01_Y025_X251.txt,Class B,0.96
Steno-CT-33_01_Y012_X228.txt,Class B,0.94
Steno-CT-33_01_Y002_X101.txt,Class B,0.96
Steno-CT-33_01_Y035_X178.txt,Class B,0.99
Steno-CT-33_01_Y049_X224.txt,Class B,0.99
Steno-CT-33_01_Y010_X284.txt,Class B,0.94
Steno-CT-33_01_Y023_X022.txt,Class B,0.88
Steno-CT-33_01_Y029_X182.txt,Class B,0.97
Steno-CT-33_01_Y035_X150.txt,Class B,0.93
Steno-CT-33_01_Y002_X129.txt,Class B,0.98
Steno-CT-33_01_Y012_X200.txt,Class B,1.0
Steno-CT-33_01_Y025_X279.txt,Class B,0.96
Steno-CT-33_01_Y051_X029.txt,Class B,0.99
Steno-CT-33_01_Y008_X089.txt,Class B,0.96
Steno-CT-33_01_Y053_X085.txt,Class B,0.96
Steno-CT-33_01_Y000_X185.txt,Class B,0.99
Steno-CT-33_01_Y022_X036.txt,Class B,0.93
Steno-CT-33_01_Y056_X266.txt,Class B,0.73
Steno-CT-33_01_Y028_X196.txt,Class B,0.98
Steno-CT-33_01_Y048_X218.txt,Class B,0.98
Steno-CT-33_01_Y034_X144.txt,Class B,0.87
Steno-CT-33_01_Y013_X214.txt,Class B,0.98
Steno-CT-33_01_Y052_X091.txt,Class B,0.96
Steno-CT-33_01_Y001_X191.txt,Class B,0.86
Steno-CT-33_01_Y034_X150.txt,Class B,0.94
Steno-CT-33_01_Y003_X129.txt,Class B,0.97
Steno-CT-33_01_Y013_X200.txt,Class B,0.95
Steno-CT-33_01_Y050_X029.txt,Class B,0.89
Steno-CT-33_01_Y024_X279.txt,Class B,1.0
Steno-CT-33_01_Y052_X085.txt,Class B,0.97
Steno-CT-33_01_Y001_X185.txt,Class B,0.95
Steno-CT-33_01_Y009_X089.txt,Class B,0.94
Steno-CT-33_01_Y056_X272.txt,Class B,0.98
Steno-CT-33_01_Y022_X022.txt,Class B,0.98
Steno-CT-33_01_Y028_X182.txt,Class B,0.99
Steno-CT-33_01_Y035_X144.txt,Class B,0.99
Steno-CT-33_01_Y012_X214.txt,Class B,0.9
Steno-CT-33_01_Y049_X218.txt,Class B,0.93
Steno-CT-33_01_Y053_X091.txt,Class B,0.69
Steno-CT-33_01_Y000_X191.txt,Class B,0.96
Steno-CT-33_01_Y023_X036.txt,Class B,0.95
Steno-CT-33_01_Y029_X196.txt,Class B,1.0
Steno-CT-33_01_Y024_X090.txt,Class B,0.89
Steno-CT-33_01_Y009_X260.txt,Class B,0.98
Steno-CT-33_01_Y019_X149.txt,Class B,0.87
Steno-CT-33_01_Y011_X045.txt,Class B,0.99
Steno-CT-33_01_Y042_X145.txt,Class B,0.85
Steno-CT-33_01_Y020_X267.txt,Class B,0.97
Steno-CT-33_01_Y054_X037.txt,Class B,0.9
Steno-CT-33_01_Y007_X137.txt,Class B,0.98
Steno-CT-33_01_Y038_X042.txt,Class B,0.95
Steno-CT-33_01_Y025_X084.txt,Class B,0.95
Steno-CT-33_01_Y027_X028.txt,Class B,1.0
Steno-CT-33_01_Y053_X278.txt,Class B,0.98
Steno-CT-33_01_Y010_X051.txt,Class B,0.99
Steno-CT-33_01_Y043_X151.txt,Class B,0.96
Steno-CT-33_01_Y008_X274.txt,Class B,0.98
Steno-CT-33_01_Y039_X056.txt,Class B,0.92
Steno-CT-33_01_Y021_X273.txt,Class B,0.99
Steno-CT-33_01_Y055_X023.txt,Class B,0.87
Steno-CT-33_01_Y006_X123.txt,Class B,0.82
Steno-CT-33_01_Y039_X042.txt,Class B,0.88
Steno-CT-33_01_Y055_X037.txt,Class B,0.98
Steno-CT-33_01_Y021_X267.txt,Class B,0.93
Steno-CT-33_01_Y006_X137.txt,Class B,0.93
Steno-CT-33_01_Y025_X090.txt,Class B,0.97
Steno-CT-33_01_Y010_X045.txt,Class B,0.97
Steno-CT-33_01_Y043_X145.txt,Class B,0.93
Steno-CT-33_01_Y008_X260.txt,Class B,1.0
Steno-CT-33_01_Y018_X149.txt,Class B,0.94
Steno-CT-33_01_Y054_X023.txt,Class B,0.97
Steno-CT-33_01_Y020_X273.txt,Class B,0.72
Steno-CT-33_01_Y007_X123.txt,Class B,0.99
Steno-CT-33_01_Y038_X056.txt,Class B,0.97
Steno-CT-33_01_Y024_X084.txt,Class B,0.6
Steno-CT-33_01_Y009_X274.txt,Class B,0.66
Steno-CT-33_01_Y052_X278.txt,Class B,0.92
Steno-CT-33_01_Y026_X028.txt,Class B,0.96
Steno-CT-33_01_Y011_X051.txt,Class B,0.89
Steno-CT-33_01_Y042_X151.txt,Class B,0.77
Steno-CT-33_01_Y030_X172.txt,Class B,0.99
Steno-CT-33_01_Y017_X222.txt,Class B,0.96
Steno-CT-33_01_Y019_X175.txt,Class B,1.0
Steno-CT-33_01_Y042_X179.txt,Class B,0.94
Steno-CT-33_01_Y011_X079.txt,Class B,0.99
Steno-CT-33_01_Y026_X000.txt,Class B,0.93
Steno-CT-33_01_Y052_X250.txt,Class B,0.95
Steno-CT-33_01_Y031_X166.txt,Class B,0.95
Steno-CT-33_01_Y016_X236.txt,Class B,0.95
Steno-CT-33_01_Y027_X014.txt,Class B,0.95
Steno-CT-33_01_Y053_X244.txt,Class B,0.97
Steno-CT-33_01_Y018_X161.txt,Class B,0.98
Steno-CT-33_01_Y008_X248.txt,Class B,0.94
Steno-CT-33_01_Y043_X179.txt,Class B,0.96
Steno-CT-33_01_Y010_X079.txt,Class B,0.99
Steno-CT-33_01_Y053_X250.txt,Class B,0.97
Steno-CT-33_01_Y027_X000.txt,Class B,0.87
Steno-CT-33_01_Y018_X175.txt,Class B,0.98
Steno-CT-33_01_Y031_X172.txt,Class B,0.89
Steno-CT-33_01_Y016_X222.txt,Class B,0.97
Steno-CT-33_01_Y019_X161.txt,Class B,0.93
Steno-CT-33_01_Y009_X248.txt,Class B,0.97
Steno-CT-33_01_Y052_X244.txt,Class B,0.84
Steno-CT-33_01_Y026_X014.txt,Class B,0.96
Steno-CT-33_01_Y030_X166.txt,Class B,0.81
Steno-CT-33_01_Y017_X236.txt,Class B,0.92
Steno-CT-33_01_Y038_X081.txt,Class B,0.97
Steno-CT-33_01_Y032_X121.txt,Class B,0.98
Steno-CT-33_01_Y005_X158.txt,Class B,0.94
Steno-CT-33_01_Y015_X271.txt,Class B,0.99
Steno-CT-33_01_Y056_X058.txt,Class B,0.96
Steno-CT-33_01_Y022_X208.txt,Class B,0.9
Steno-CT-33_01_Y011_X086.txt,Class B,0.8
Steno-CT-33_01_Y042_X186.txt,Class B,0.99
Steno-CT-33_01_Y050_X203.txt,Class B,0.94
Steno-CT-33_01_Y024_X053.txt,Class B,0.9
Steno-CT-33_01_Y048_X026.txt,Class B,0.96
Steno-CT-33_01_Y039_X095.txt,Class B,0.84
Steno-CT-33_01_Y031_X199.txt,Class B,0.89
Steno-CT-33_01_Y033_X135.txt,Class B,0.97
Steno-CT-33_01_Y014_X265.txt,Class B,0.87
Steno-CT-33_01_Y010_X092.txt,Class B,0.91
Steno-CT-33_01_Y043_X192.txt,Class B,0.99
Steno-CT-33_01_Y049_X032.txt,Class B,0.97
Steno-CT-33_01_Y051_X217.txt,Class B,0.94
Steno-CT-33_01_Y025_X047.txt,Class B,0.98
Steno-CT-33_01_Y010_X086.txt,Class B,0.9
Steno-CT-33_01_Y043_X186.txt,Class B,0.95
Steno-CT-33_01_Y049_X026.txt,Class B,0.96
Steno-CT-33_01_Y025_X053.txt,Class B,0.86
Steno-CT-33_01_Y051_X203.txt,Class B,1.0
Steno-CT-33_01_Y039_X081.txt,Class B,0.92
Steno-CT-33_01_Y033_X121.txt,Class B,0.99
Steno-CT-33_01_Y004_X158.txt,Class B,0.95
Steno-CT-33_01_Y014_X271.txt,Class B,0.95
Steno-CT-33_01_Y023_X208.txt,Class B,1.0
Steno-CT-33_01_Y011_X092.txt,Class B,0.94
Steno-CT-33_01_Y042_X192.txt,Class B,0.95
Steno-CT-33_01_Y024_X047.txt,Class B,0.88
Steno-CT-33_01_Y050_X217.txt,Class B,0.94
Steno-CT-33_01_Y048_X032.txt,Class B,0.98
Steno-CT-33_01_Y030_X199.txt,Class B,0.98
Steno-CT-33_01_Y038_X095.txt,Class B,0.93
Steno-CT-33_01_Y032_X135.txt,Class B,0.8
Steno-CT-33_01_Y015_X265.txt,Class B,0.91
Steno-CT-33_01_Y013_X016.txt,Class A,0.58
Steno-CT-33_01_Y040_X116.txt,Class B,0.95
Steno-CT-33_01_Y056_X064.txt,Class B,0.99
Steno-CT-33_01_Y022_X234.txt,Class B,0.92
Steno-CT-33_01_Y005_X164.txt,Class B,0.94
Steno-CT-33_01_Y012_X002.txt,Class B,0.94
Steno-CT-33_01_Y041_X102.txt,Class B,0.77
Steno-CT-33_01_Y023_X220.txt,Class B,0.97
Steno-CT-33_01_Y014_X259.txt,Class B,0.95
Steno-CT-33_01_Y004_X170.txt,Class B,0.98
Steno-CT-33_01_Y033_X109.txt,Class B,0.93
Steno-CT-33_01_Y023_X234.txt,Class B,0.99
Steno-CT-33_01_Y004_X164.txt,Class B,0.99
Steno-CT-33_01_Y012_X016.txt,Class B,0.94
Steno-CT-33_01_Y041_X116.txt,Class B,0.94
Steno-CT-33_01_Y022_X220.txt,Class B,0.95
Steno-CT-33_01_Y056_X070.txt,Class B,0.98
Steno-CT-33_01_Y015_X259.txt,Class B,0.99
Steno-CT-33_01_Y005_X170.txt,Class B,0.97
Steno-CT-33_01_Y032_X109.txt,Class B,0.97
Steno-CT-33_01_Y013_X002.txt,Class B,0.96
Steno-CT-33_01_Y040_X102.txt,Class B,0.88
Steno-CT-33_01_Y026_X148.txt,Class B,0.97
Steno-CT-33_01_Y011_X131.txt,Class B,0.96
Steno-CT-33_01_Y001_X218.txt,Class B,0.97
Steno-CT-33_01_Y042_X031.txt,Class B,0.92
Steno-CT-33_01_Y036_X261.txt,Class B,1.0
Steno-CT-33_01_Y048_X191.txt,Class B,0.84
Steno-CT-33_01_Y038_X136.txt,Class B,0.93
Steno-CT-33_01_Y054_X143.txt,Class A,0.57
Steno-CT-33_01_Y007_X043.txt,Class B,0.63
Steno-CT-33_01_Y032_X096.txt,Class B,0.92
Steno-CT-33_01_Y018_X029.txt,Class B,0.96
Steno-CT-33_01_Y010_X125.txt,Class B,0.98
Steno-CT-33_01_Y043_X025.txt,Class B,0.94
Steno-CT-33_01_Y037_X275.txt,Class B,0.99
Steno-CT-33_01_Y041_X089.txt,Class B,0.99
Steno-CT-33_01_Y012_X189.txt,Class B,0.99
Steno-CT-33_01_Y049_X185.txt,Class B,0.96
Steno-CT-33_01_Y055_X157.txt,Class B,0.99
Steno-CT-33_01_Y006_X057.txt,Class B,0.97
Steno-CT-33_01_Y039_X122.txt,Class B,0.87
Steno-CT-33_01_Y033_X082.txt,Class B,0.86
Steno-CT-33_01_Y055_X143.txt,Class B,0.99
Steno-CT-33_01_Y006_X043.txt,Class B,0.98
Steno-CT-33_01_Y039_X136.txt,Class B,0.83
Steno-CT-33_01_Y033_X096.txt,Class B,0.98
Steno-CT-33_01_Y027_X148.txt,Class B,0.98
Steno-CT-33_01_Y010_X131.txt,Class B,0.95
Steno-CT-33_01_Y000_X218.txt,Class B,0.95
Steno-CT-33_01_Y037_X261.txt,Class B,0.99
Steno-CT-33_01_Y043_X031.txt,Class B,0.94
Steno-CT-33_01_Y049_X191.txt,Class B,0.97
Steno-CT-33_01_Y038_X122.txt,Class B,0.98
Steno-CT-33_01_Y054_X157.txt,Class B,0.95
Steno-CT-33_01_Y007_X057.txt,Class B,0.94
Steno-CT-33_01_Y032_X082.txt,Class B,0.98
Steno-CT-33_01_Y011_X125.txt,Class B,0.93
Steno-CT-33_01_Y036_X275.txt,Class B,0.91
Steno-CT-33_01_Y042_X025.txt,Class B,0.97
Steno-CT-33_01_Y019_X029.txt,Class B,0.94
Steno-CT-33_01_Y048_X185.txt,Class B,0.99
Steno-CT-33_01_Y040_X089.txt,Class B,0.98
Steno-CT-33_01_Y013_X189.txt,Class B,0.88
Steno-CT-33_01_Y028_X223.txt,Class B,0.94
Steno-CT-33_01_Y044_X256.txt,Class B,0.93
Steno-CT-33_01_Y030_X006.txt,Class B,0.93
Steno-CT-33_01_Y001_X224.txt,Class B,1.0
Steno-CT-33_01_Y026_X174.txt,Class B,0.97
Steno-CT-33_01_Y019_X001.txt,Class B,1.0
Steno-CT-33_01_Y045_X242.txt,Class B,0.79
Steno-CT-33_01_Y031_X012.txt,Class B,0.93
Steno-CT-33_01_Y029_X237.txt,Class B,0.98
Steno-CT-33_01_Y018_X015.txt,Class B,0.91
Steno-CT-33_01_Y043_X019.txt,Class B,0.99
Steno-CT-33_01_Y037_X249.txt,Class B,0.97
Steno-CT-33_01_Y000_X230.txt,Class B,0.98
Steno-CT-33_01_Y010_X119.txt,Class B,0.98
Steno-CT-33_01_Y027_X160.txt,Class B,0.98
Steno-CT-33_01_Y018_X001.txt,Class B,0.99
Steno-CT-33_01_Y000_X224.txt,Class B,0.94
Steno-CT-33_01_Y027_X174.txt,Class B,0.83
Steno-CT-33_01_Y031_X006.txt,Class B,0.99
Steno-CT-33_01_Y045_X256.txt,Class B,0.97
Steno-CT-33_01_Y029_X223.txt,Class B,0.81
Steno-CT-33_01_Y036_X249.txt,Class B,0.95
Steno-CT-33_01_Y042_X019.txt,Class B,0.92
Steno-CT-33_01_Y001_X230.txt,Class B,0.93
Steno-CT-33_01_Y011_X119.txt,Class B,0.97
Steno-CT-33_01_Y026_X160.txt,Class B,0.88
Steno-CT-33_01_Y019_X015.txt,Class B,0.86
Steno-CT-33_01_Y028_X237.txt,Class B,0.93
Steno-CT-33_01_Y030_X012.txt,Class B,0.99
Steno-CT-33_01_Y044_X242.txt,Class B,0.94
Steno-CT-33_01_Y032_X055.txt,Class B,0.95
Steno-CT-33_01_Y046_X205.txt,Class B,0.8
Steno-CT-33_01_Y054_X180.txt,Class B,0.99
Steno-CT-33_01_Y007_X080.txt,Class B,0.99
Steno-CT-33_01_Y048_X152.txt,Class B,0.92
Steno-CT-33_01_Y003_X277.txt,Class B,0.9
Steno-CT-33_01_Y024_X127.txt,Class B,0.92
Steno-CT-33_01_Y033_X041.txt,Class B,0.96
Steno-CT-33_01_Y047_X211.txt,Class B,1.0
Steno-CT-33_01_Y004_X038.txt,Class B,0.97
Steno-CT-33_01_Y055_X194.txt,Class B,1.0
Steno-CT-33_01_Y006_X094.txt,Class B,0.98
Steno-CT-33_01_Y002_X263.txt,Class B,1.0
Steno-CT-33_01_Y025_X133.txt,Class B,0.86
Steno-CT-33_01_Y049_X146.txt,Class B,0.91
Steno-CT-33_01_Y002_X277.txt,Class B,0.93
Steno-CT-33_01_Y025_X127.txt,Class B,1.0
Steno-CT-33_01_Y049_X152.txt,Class B,0.98
Steno-CT-33_01_Y047_X205.txt,Class B,0.99
Steno-CT-33_01_Y033_X055.txt,Class B,0.83
Steno-CT-33_01_Y055_X180.txt,Class B,0.94
Steno-CT-33_01_Y006_X080.txt,Class B,0.95
Steno-CT-33_01_Y048_X146.txt,Class B,0.93
Steno-CT-33_01_Y003_X263.txt,Class B,0.93
Steno-CT-33_01_Y024_X133.txt,Class B,0.57
Steno-CT-33_01_Y046_X211.txt,Class B,0.91
Steno-CT-33_01_Y032_X041.txt,Class B,0.91
Steno-CT-33_01_Y005_X038.txt,Class B,0.97
Steno-CT-33_01_Y056_X138.txt,Class B,0.91
Steno-CT-33_01_Y054_X194.txt,Class B,0.95
Steno-CT-33_01_Y007_X094.txt,Class B,0.96
Steno-CT-33_01_Y013_X162.txt,Class B,0.94
Steno-CT-33_01_Y034_X232.txt,Class B,0.86
Steno-CT-33_01_Y040_X062.txt,Class B,0.99
Steno-CT-33_01_Y056_X110.txt,Class A,0.75
Steno-CT-33_01_Y005_X010.txt,Class B,0.99
Steno-CT-33_01_Y032_X069.txt,Class B,0.93
Steno-CT-33_01_Y046_X239.txt,Class B,0.99
Steno-CT-33_01_Y012_X176.txt,Class B,1.0
Steno-CT-33_01_Y035_X226.txt,Class B,0.99
Steno-CT-33_01_Y041_X076.txt,Class B,0.97
Steno-CT-33_01_Y004_X004.txt,Class B,0.96
Steno-CT-33_01_Y045_X281.txt,Class B,0.97
Steno-CT-33_01_Y004_X010.txt,Class B,0.98
Steno-CT-33_01_Y047_X239.txt,Class B,0.86
Steno-CT-33_01_Y033_X069.txt,Class B,0.96
Steno-CT-33_01_Y012_X162.txt,Class B,0.92
Steno-CT-33_01_Y041_X062.txt,Class B,0.98
Steno-CT-33_01_Y035_X232.txt,Class B,0.91
Steno-CT-33_01_Y056_X104.txt,Class B,0.95
Steno-CT-33_01_Y005_X004.txt,Class B,0.94
Steno-CT-33_01_Y044_X281.txt,Class B,0.86
Steno-CT-33_01_Y013_X176.txt,Class B,0.94
Steno-CT-33_01_Y040_X076.txt,Class B,0.98
Steno-CT-33_01_Y034_X226.txt,Class B,1.0
Steno-CT-33_01_Y033_X280.txt,Class B,0.97
Steno-CT-33_01_Y029_X009.txt,Class B,0.94
Steno-CT-33_01_Y006_X255.txt,Class B,0.95
Steno-CT-33_01_Y021_X105.txt,Class B,0.98
Steno-CT-33_01_Y037_X077.txt,Class B,0.98
Steno-CT-33_01_Y043_X227.txt,Class B,0.99
Steno-CT-33_01_Y008_X102.txt,Class B,0.99
Steno-CT-33_01_Y030_X238.txt,Class B,1.0
Steno-CT-33_01_Y044_X068.txt,Class B,0.94
Steno-CT-33_01_Y007_X241.txt,Class B,0.9
Steno-CT-33_01_Y017_X168.txt,Class B,1.0
Steno-CT-33_01_Y020_X111.txt,Class B,0.96
Steno-CT-33_01_Y009_X116.txt,Class B,1.0
Steno-CT-33_01_Y036_X063.txt,Class B,0.93
Steno-CT-33_01_Y042_X233.txt,Class B,0.94
Steno-CT-33_01_Y009_X102.txt,Class B,0.99
Steno-CT-33_01_Y042_X227.txt,Class B,0.97
Steno-CT-33_01_Y036_X077.txt,Class B,0.84
Steno-CT-33_01_Y032_X280.txt,Class B,0.94
Steno-CT-33_01_Y007_X255.txt,Class B,0.96
Steno-CT-33_01_Y020_X105.txt,Class B,0.95
Steno-CT-33_01_Y028_X009.txt,Class B,1.0
Steno-CT-33_01_Y043_X233.txt,Class B,0.99
Steno-CT-33_01_Y037_X063.txt,Class B,1.0
Steno-CT-33_01_Y008_X116.txt,Class B,0.9
Steno-CT-33_01_Y045_X068.txt,Class B,0.97
Steno-CT-33_01_Y031_X238.txt,Class B,0.91
Steno-CT-33_01_Y006_X241.txt,Class B,0.94
Steno-CT-33_01_Y016_X168.txt,Class B,0.9
Steno-CT-33_01_Y021_X111.txt,Class B,0.98
Steno-CT-33_01_Y053_X132.txt,Class B,0.93
Steno-CT-33_01_Y000_X032.txt,Class B,0.92
Steno-CT-33_01_Y018_X217.txt,Class B,0.83
Steno-CT-33_01_Y023_X195.txt,Class B,0.93
Steno-CT-33_01_Y029_X035.txt,Class B,0.98
Steno-CT-33_01_Y021_X139.txt,Class B,0.96
Steno-CT-33_01_Y016_X140.txt,Class B,0.92
Steno-CT-33_01_Y006_X269.txt,Class B,0.95
Steno-CT-33_01_Y031_X210.txt,Class B,0.95
Steno-CT-33_01_Y045_X040.txt,Class B,0.98
Steno-CT-33_01_Y019_X203.txt,Class B,0.97
Steno-CT-33_01_Y052_X126.txt,Class B,0.62
Steno-CT-33_01_Y001_X026.txt,Class B,0.99
